Timestamp;Src;Dst;Flags;Msg Size;Payload
2025-08-20 10:59:11.913;56;58;02;7;67
2025-08-20 10:59:16.019;56;58;02;7;C6
2025-08-20 10:59:20.124;56;58;02;7;69
2025-08-20 10:59:24.229;56;58;02;7;73
2025-08-20 10:59:28.335;56;58;02;7;51
2025-08-20 10:59:32.440;56;58;02;7;FF
2025-08-20 10:59:36.546;56;58;02;7;4A
2025-08-20 10:59:40.651;56;58;02;7;EC
2025-08-20 10:59:44.757;56;58;02;7;29
2025-08-20 10:59:48.863;56;58;02;7;CD
2025-08-20 10:59:52.968;56;58;02;7;BA
2025-08-20 10:59:57.073;56;58;02;7;AB
2025-08-20 11:00:01.179;56;58;02;7;F2
2025-08-20 11:00:05.284;56;58;02;7;FB
2025-08-20 11:00:09.390;56;58;02;7;E3
2025-08-20 11:00:13.495;56;58;02;7;46
2025-08-20 11:00:17.601;56;58;02;7;7C
2025-08-20 11:00:21.706;56;58;02;7;C2
2025-08-20 11:00:25.811;56;58;02;7;54
2025-08-20 11:00:29.916;56;58;02;7;F8
2025-08-20 11:01:20.362;56;58;02;16;67 C6 69 73 51 FF 4A EC 29 CD
2025-08-20 11:01:24.468;56;58;02;16;BA AB F2 FB E3 46 7C C2 54 F8
2025-08-20 11:01:28.573;56;58;02;16;1B E8 E7 8D 76 5A 2E 63 33 9F
2025-08-20 11:01:32.679;56;58;02;16;C9 9A 66 32 0D B7 31 58 A3 5A
2025-08-20 11:01:36.785;56;58;02;16;25 5D 05 17 58 E9 5E D4 AB B2
2025-08-20 11:01:40.892;56;58;02;16;CD C6 9B B4 54 11 0E 82 74 41
2025-08-20 11:01:44.998;56;58;02;16;21 3D DC 87 70 E9 3E A1 41 E1
2025-08-20 11:01:49.104;56;58;02;16;FC 67 3E 01 7E 97 EA DC 6B 96
2025-08-20 11:01:53.211;56;58;02;16;8F 38 5C 2A EC B0 3B FB 32 AF
2025-08-20 11:01:57.317;56;58;02;16;3C 54 EC 18 DB 5C 02 1A FE 43
2025-08-20 11:02:01.423;56;58;02;16;FB FA AA 3A FB 29 D1 E6 05 3C
2025-08-20 11:02:05.529;56;58;02;16;7C 94 75 D8 BE 61 89 F9 5C BB
2025-08-20 11:02:09.635;56;58;02;16;A8 99 0F 95 B1 EB F1 B3 05 EF
2025-08-20 11:02:13.741;56;58;02;16;F7 00 E9 A1 3A E5 CA 0B CB D0
2025-08-20 11:02:17.847;56;58;02;16;48 47 64 BD 1F 23 1E A8 1C 7B
2025-08-20 11:02:21.954;56;58;02;16;64 C5 14 73 5A C5 5E 4B 79 63
2025-08-20 11:02:26.059;56;58;02;16;3B 70 64 24 11 9E 09 DC AA D4
2025-08-20 11:02:30.165;56;58;02;16;AC F2 1B 10 AF 3B 33 CD E3 50
2025-08-20 11:02:34.271;56;58;02;16;48 47 15 5C BB 6F 22 19 BA 9B
2025-08-20 11:02:38.377;56;58;02;16;7D F5 0B E1 1A 1C 7F 23 F8 29
2025-08-20 11:02:55.865;56;58;02;26;67 C6 69 73 51 FF 4A EC 29 CD BA AB F2 FB E3 46 7C C2 54 F8
2025-08-20 11:02:59.971;56;58;02;26;1B E8 E7 8D 76 5A 2E 63 33 9F C9 9A 66 32 0D B7 31 58 A3 5A
2025-08-20 11:03:04.078;56;58;02;26;25 5D 05 17 58 E9 5E D4 AB B2 CD C6 9B B4 54 11 0E 82 74 41
2025-08-20 11:03:08.185;56;58;02;26;21 3D DC 87 70 E9 3E A1 41 E1 FC 67 3E 01 7E 97 EA DC 6B 96
2025-08-20 11:03:12.292;56;58;02;26;8F 38 5C 2A EC B0 3B FB 32 AF 3C 54 EC 18 DB 5C 02 1A FE 43
2025-08-20 11:03:16.399;56;58;02;26;FB FA AA 3A FB 29 D1 E6 05 3C 7C 94 75 D8 BE 61 89 F9 5C BB
2025-08-20 11:03:20.506;56;58;02;26;A8 99 0F 95 B1 EB F1 B3 05 EF F7 00 E9 A1 3A E5 CA 0B CB D0
2025-08-20 11:03:24.612;56;58;02;26;48 47 64 BD 1F 23 1E A8 1C 7B 64 C5 14 73 5A C5 5E 4B 79 63
2025-08-20 11:03:28.719;56;58;02;26;3B 70 64 24 11 9E 09 DC AA D4 AC F2 1B 10 AF 3B 33 CD E3 50
2025-08-20 11:03:32.825;56;58;02;26;48 47 15 5C BB 6F 22 19 BA 9B 7D F5 0B E1 1A 1C 7F 23 F8 29
2025-08-20 11:03:36.932;56;58;02;26;F8 A4 1B 13 B5 CA 4E E8 98 32 38 E0 79 4D 3D 34 BC 5F 4E 77
2025-08-20 11:03:41.039;56;58;02;26;FA CB 6C 05 AC 86 21 2B AA 1A 55 A2 BE 70 B5 73 3B 04 5C D3
2025-08-20 11:03:45.146;56;58;02;26;36 94 B3 AF E2 F0 E4 9E 4F 32 15 49 FD 82 4E A9 08 70 D4 B2
2025-08-20 11:03:49.253;56;58;02;26;8A 29 54 48 9A 0A BC D5 0E 18 A8 44 AC 5B F3 8E 4C D7 2D 9B
2025-08-20 11:03:53.360;56;58;02;26;09 42 E5 06 C4 33 AF CD A3 84 7F 2D AD D4 76 47 DE 32 1C EC
2025-08-20 11:03:57.466;56;58;02;26;4A C4 30 F6 20 23 85 6C FB B2 07 04 F4 EC 0B B9 20 BA 86 C3
2025-08-20 11:04:01.573;56;58;02;26;3E 05 F1 EC D9 67 33 B7 99 50 A3 E3 14 D3 D9 34 F7 5E A0 F2
2025-08-20 11:04:05.680;56;58;02;26;10 A8 F6 05 94 01 BE B4 BC 44 78 FA 49 69 E6 23 D0 1A DA 69
2025-08-20 11:04:09.787;56;58;02;26;6A 7E 4C 7E 51 25 B3 48 84 53 3A 94 FB 31 99 90 32 57 44 EE
2025-08-20 11:04:13.894;56;58;02;26;9B BC E9 E5 25 CF 08 F5 E9 E2 5E 53 60 AA D2 B2 D0 85 FA 54
2025-08-20 11:04:32.176;56;58;02;56;67 C6 69 73 51 FF 4A EC 29 CD BA AB F2 FB E3 46 7C C2 54 F8 1B E8 E7 8D 76 5A 2E 63 33 9F C9 9A 66 32 0D B7 31 58 A3 5A 25 5D 05 17 58 E9 5E D4 AB B2
2025-08-20 11:04:36.285;56;58;02;56;CD C6 9B B4 54 11 0E 82 74 41 21 3D DC 87 70 E9 3E A1 41 E1 FC 67 3E 01 7E 97 EA DC 6B 96 8F 38 5C 2A EC B0 3B FB 32 AF 3C 54 EC 18 DB 5C 02 1A FE 43
2025-08-20 11:04:40.394;56;58;02;56;FB FA AA 3A FB 29 D1 E6 05 3C 7C 94 75 D8 BE 61 89 F9 5C BB A8 99 0F 95 B1 EB F1 B3 05 EF F7 00 E9 A1 3A E5 CA 0B CB D0 48 47 64 BD 1F 23 1E A8 1C 7B
