Timestamp;N Tries;Avg Distance, m;Msg Size;Acks Received;PER;Failed To Send
2025-08-05 16:08:06.754;20;0.00;7;20;1.00;0
2025-08-05 16:09:07.698;20;0.00;16;19;0.95;0
2025-08-05 16:10:52.265;20;32.90;26;20;1.00;0
2025-08-05 16:19:22.250;20;0.00;7;20;1.00;0
2025-08-05 16:20:00.084;20;0.00;16;18;0.90;0
2025-08-05 16:20:54.382;20;10.61;26;20;1.00;0
