Timestamp;Type(DATA/ACK);Src;Dst;Avg Distance, m;Msg Size;Power;RSSI;Bit errors;Acg Mean
2025-08-05 16:19:08.202;ACK;58;56;10.0;0;48;42;0;11
2025-08-05 16:19:08.942;ACK;58;56;10.0;0;44;40;0;11
2025-08-05 16:19:09.681;ACK;58;56;10.0;0;41;36;2;11
2025-08-05 16:19:10.420;ACK;58;56;10.0;0;47;43;0;11
2025-08-05 16:19:11.160;ACK;58;56;10.0;0;41;38;0;11
2025-08-05 16:19:11.900;ACK;58;56;10.0;0;40;37;0;11
2025-08-05 16:19:12.639;ACK;58;56;10.0;0;42;39;0;11
2025-08-05 16:19:13.378;ACK;58;56;10.0;0;52;47;0;12
2025-08-05 16:19:14.118;ACK;58;56;10.0;0;47;44;0;11
2025-08-05 16:19:14.857;ACK;58;56;10.0;0;41;39;0;11
2025-08-05 16:19:15.596;ACK;58;56;10.0;0;42;40;0;10
2025-08-05 16:19:16.335;ACK;58;56;10.0;0;48;46;0;11
2025-08-05 16:19:17.075;ACK;58;56;10.0;0;39;36;0;11
2025-08-05 16:19:17.814;ACK;58;56;10.0;0;47;45;0;11
2025-08-05 16:19:18.554;ACK;58;56;10.0;0;46;44;0;11
2025-08-05 16:19:19.293;ACK;58;56;10.0;0;50;47;0;12
2025-08-05 16:19:20.032;ACK;58;56;10.0;0;47;45;0;11
2025-08-05 16:19:20.772;ACK;58;56;10.0;0;50;45;0;12
2025-08-05 16:19:21.511;ACK;58;56;10.0;0;50;47;0;12
2025-08-05 16:19:22.250;ACK;58;56;10.0;0;41;39;0;11
2025-08-05 16:19:38.582;ACK;58;56;10.0;0;45;39;0;11
2025-08-05 16:19:39.599;ACK;58;56;10.0;0;40;37;0;11
2025-08-05 16:19:40.615;ACK;58;56;10.0;0;48;44;0;11
2025-08-05 16:19:41.632;ACK;58;56;10.0;0;49;47;0;11
2025-08-05 16:19:42.649;ACK;58;56;10.0;0;48;45;0;11
2025-08-05 16:19:45.773;ACK;58;56;10.0;0;39;36;0;11
2025-08-05 16:19:46.790;ACK;58;56;10.0;0;43;41;0;10
2025-08-05 16:19:47.807;ACK;58;56;10.0;0;50;46;0;11
2025-08-05 16:19:48.823;ACK;58;56;10.0;0;48;46;0;11
2025-08-05 16:19:49.841;ACK;58;56;10.0;0;45;42;0;11
2025-08-05 16:19:50.858;ACK;58;56;10.0;0;41;37;0;11
2025-08-05 16:19:51.875;ACK;58;56;10.0;0;41;40;0;11
2025-08-05 16:19:52.891;ACK;58;56;10.0;0;47;43;0;11
2025-08-05 16:19:53.908;ACK;58;56;10.0;0;46;47;0;11
2025-08-05 16:19:54.925;ACK;58;56;10.0;0;41;40;0;11
2025-08-05 16:19:58.050;ACK;58;56;10.0;0;39;32;0;11
2025-08-05 16:19:59.066;ACK;58;56;10.0;0;40;34;0;10
2025-08-05 16:20:00.084;ACK;58;56;10.0;0;45;39;0;11
2025-08-05 16:20:28.622;ACK;58;56;10.51;0;50;47;0;12
2025-08-05 16:20:29.978;ACK;58;56;10.53;0;45;40;0;11
2025-08-05 16:20:31.334;ACK;58;56;10.59;0;45;42;0;11
2025-08-05 16:20:32.689;ACK;58;56;10.50;0;42;36;0;11
2025-08-05 16:20:34.045;ACK;58;56;10.61;0;46;42;0;11
2025-08-05 16:20:35.401;ACK;58;56;10.96;0;46;43;0;11
2025-08-05 16:20:36.757;ACK;58;56;10.66;0;50;47;0;11
2025-08-05 16:20:38.113;ACK;58;56;10.50;0;47;43;0;11
2025-08-05 16:20:39.469;ACK;58;56;10.58;0;41;39;0;11
2025-08-05 16:20:40.825;ACK;58;56;11.10;0;46;41;0;11
2025-08-05 16:20:42.181;ACK;58;56;10.72;0;48;46;0;11
2025-08-05 16:20:43.537;ACK;58;56;10.48;0;42;39;0;11
2025-08-05 16:20:44.892;ACK;58;56;10.40;0;50;46;0;12
2025-08-05 16:20:46.248;ACK;58;56;10.46;0;49;47;0;12
2025-08-05 16:20:47.604;ACK;58;56;10.73;0;42;38;0;11
2025-08-05 16:20:48.959;ACK;58;56;10.76;0;39;36;0;11
2025-08-05 16:20:50.315;ACK;58;56;10.58;0;47;43;0;11
2025-08-05 16:20:51.671;ACK;58;56;10.55;0;45;41;0;11
2025-08-05 16:20:53.026;ACK;58;56;10.44;0;48;44;0;12
2025-08-05 16:20:54.382;ACK;58;56;10.45;0;49;44;0;12
