Timestamp;Type(DATA/ACK);Src;Dst;Avg Distance, m;Msg Size;Power;RSSI;Bit errors;Acg Mean
2025-08-22 10:42:44.576;DATA;56;58;0.00;7;44;41;0;10
2025-08-22 10:42:48.678;DATA;56;58;0.00;7;36;31;0;10
2025-08-22 10:42:52.781;DATA;56;58;0.00;7;41;36;0;10
2025-08-22 10:42:56.885;DATA;56;58;0.00;7;40;35;0;10
2025-08-22 10:43:00.986;DATA;56;58;0.00;7;36;29;0;10
2025-08-22 10:43:05.090;DATA;56;58;0.00;7;37;30;0;9
2025-08-22 10:43:09.192;DATA;56;58;0.00;7;36;28;0;10
2025-08-22 10:43:13.295;DATA;56;58;0.00;7;40;31;0;10
2025-08-22 10:43:17.396;DATA;56;58;0.00;7;36;27;0;10
2025-08-22 10:43:33.707;DATA;56;58;0.00;7;37;31;0;10
2025-08-22 10:43:45.910;DATA;56;58;0.00;7;42;37;0;10
2025-08-22 10:44:02.219;DATA;56;58;0.00;7;39;32;0;10
2025-08-22 10:44:18.528;DATA;56;58;0.00;7;43;32;0;11
2025-08-22 10:49:31.844;DATA;56;58;0.00;7;37;34;0;10
2025-08-22 10:49:35.948;DATA;56;58;0.00;7;46;42;0;11
2025-08-22 10:49:40.050;DATA;56;58;0.00;7;46;41;0;11
2025-08-22 10:49:44.152;DATA;56;58;0.00;7;46;43;0;11
2025-08-22 10:49:48.255;DATA;56;58;0.00;7;47;48;0;11
2025-08-22 10:49:52.379;DATA;56;58;0.00;7;52;52;0;11
2025-08-22 10:49:56.461;DATA;56;58;0.00;7;47;46;0;11
2025-08-22 10:50:00.566;DATA;56;58;0.00;7;49;48;0;11
2025-08-22 10:50:10.773;DATA;56;58;0.00;7;46;43;0;11
2025-08-22 10:50:14.876;DATA;56;58;0.00;7;37;32;0;10
2025-08-22 10:50:18.979;DATA;56;58;0.00;7;47;44;0;11
2025-08-22 10:50:23.083;DATA;56;58;0.00;7;38;34;0;10
2025-08-22 10:50:27.183;DATA;56;58;0.00;7;36;33;0;10
2025-08-22 10:50:37.393;DATA;56;58;0.00;7;45;39;0;11
2025-08-22 10:50:41.497;DATA;56;58;0.00;7;37;33;0;10
2025-08-22 10:50:45.601;DATA;56;58;0.00;7;38;37;0;10
2025-08-22 10:50:49.703;DATA;56;58;0.00;7;37;33;0;10
2025-08-22 10:50:53.805;DATA;56;58;0.00;7;55;58;0;12
2025-08-22 10:51:31.814;DATA;56;58;0.00;16;45;42;0;11
2025-08-22 10:51:35.918;DATA;56;58;0.00;16;56;50;0;12
2025-08-22 10:51:40.021;DATA;56;58;0.00;16;58;58;0;12
2025-08-22 10:51:44.125;DATA;56;58;0.00;16;47;49;0;11
2025-08-22 10:51:50.229;DATA;56;58;0.00;16;56;59;0;12
2025-08-22 10:51:54.333;DATA;56;58;0.00;16;50;50;0;11
2025-08-22 10:51:58.436;DATA;56;58;0.00;16;57;57;0;12
2025-08-22 10:52:02.541;DATA;56;58;0.00;16;57;55;0;12
2025-08-22 10:52:06.645;DATA;56;58;0.00;16;46;44;0;11
2025-08-22 10:52:16.853;DATA;56;58;0.00;16;56;54;0;12
2025-08-22 10:52:20.957;DATA;56;58;0.00;16;45;44;0;11
2025-08-22 10:52:25.061;DATA;56;58;0.00;16;55;52;0;12
2025-08-22 10:52:31.166;DATA;56;58;0.00;16;47;44;0;11
2025-08-22 10:52:35.268;DATA;56;58;0.00;16;46;45;0;11
2025-08-22 10:52:39.373;DATA;56;58;0.00;16;48;46;0;11
2025-08-22 10:52:43.477;DATA;56;58;0.00;16;46;48;0;11
2025-08-22 10:52:49.584;DATA;56;58;0.00;16;57;52;0;12
2025-08-22 10:52:53.686;DATA;56;58;0.00;16;47;47;0;11
2025-08-22 10:52:59.792;DATA;56;58;0.00;16;48;47;1;11
2025-08-22 10:54:05.200;DATA;56;58;0.00;26;46;44;0;11
2025-08-22 10:54:09.308;DATA;56;58;0.00;26;47;47;0;11
2025-08-22 10:54:13.416;DATA;56;58;0.00;26;46;42;0;10
2025-08-22 10:54:17.524;DATA;56;58;0.00;26;53;50;0;11
2025-08-22 10:54:21.633;DATA;56;58;0.00;26;48;41;0;11
2025-08-22 10:54:25.743;DATA;56;58;0.00;26;38;33;0;10
2025-08-22 10:54:29.851;DATA;56;58;0.00;26;45;43;0;10
2025-08-22 10:54:35.963;DATA;56;58;0.00;26;45;42;0;10
2025-08-22 10:54:46.184;DATA;56;58;0.00;26;46;40;2;10
2025-08-22 10:54:50.292;DATA;56;58;0.00;26;45;41;0;11
2025-08-22 10:54:56.402;DATA;56;58;0.00;26;45;43;0;10
2025-08-22 10:55:00.511;DATA;56;58;0.00;26;47;46;0;10
2025-08-22 10:55:04.622;DATA;56;58;0.00;26;46;43;0;11
2025-08-22 10:55:08.729;DATA;56;58;0.00;26;45;42;0;11
2025-08-22 10:55:12.837;DATA;56;58;0.00;26;45;38;0;11
2025-08-22 10:55:18.968;DATA;56;58;0.00;26;43;38;0;10
2025-08-22 10:55:23.059;DATA;56;58;0.00;26;42;38;0;10
2025-08-22 10:55:27.168;DATA;56;58;0.00;26;41;36;0;10
2025-08-22 10:55:31.276;DATA;56;58;0.00;26;43;38;0;11
2025-08-22 10:56:13.244;DATA;56;58;0.00;56;44;37;6;11
2025-08-22 10:56:17.356;DATA;56;58;0.00;56;43;38;0;10
2025-08-22 10:56:21.468;DATA;56;58;0.00;56;43;38;0;10
2025-08-22 10:56:27.583;DATA;56;58;0.00;56;43;37;1;11
2025-08-22 10:56:37.801;DATA;56;58;0.00;56;44;39;0;11
2025-08-22 10:56:41.909;DATA;56;58;0.00;56;44;40;0;11
2025-08-22 10:56:46.017;DATA;56;58;0.00;56;46;42;0;11
2025-08-22 10:56:50.125;DATA;56;58;0.00;56;44;39;0;10
2025-08-22 10:56:54.231;DATA;56;58;0.00;56;44;41;0;10
2025-08-22 10:56:58.339;DATA;56;58;0.00;56;44;40;0;10
2025-08-22 10:57:02.465;DATA;56;58;0.00;56;47;43;0;10
2025-08-22 10:57:06.554;DATA;56;58;0.00;56;41;36;0;10
2025-08-22 10:57:10.665;DATA;56;58;0.00;56;46;42;0;11
2025-08-22 10:57:14.769;DATA;56;58;0.00;56;42;40;0;10
2025-08-22 10:57:18.876;DATA;56;58;0.00;56;44;39;0;11
2025-08-22 10:57:23.003;DATA;56;58;0.00;56;45;43;0;10
2025-08-22 10:57:27.092;DATA;56;58;0.00;56;46;44;0;10
2025-08-22 10:57:31.200;DATA;56;58;0.00;56;45;42;0;10
2025-08-22 10:58:09.176;DATA;56;58;0.00;106;45;41;0;11
2025-08-22 10:58:15.460;DATA;56;58;0.00;106;46;43;0;10
2025-08-22 10:58:21.742;DATA;56;58;0.00;106;46;42;0;10
2025-08-22 10:58:28.026;DATA;56;58;0.00;106;47;43;0;10
2025-08-22 10:58:34.310;DATA;56;58;0.00;106;46;44;0;10
2025-08-22 10:58:40.592;DATA;56;58;0.00;106;46;46;2;11
2025-08-22 10:58:46.875;DATA;56;58;0.00;106;46;45;0;11
2025-08-22 10:58:53.159;DATA;56;58;0.00;106;45;43;1;11
2025-08-22 10:58:59.441;DATA;56;58;0.00;106;46;46;0;11
2025-08-22 10:59:05.722;DATA;56;58;0.00;106;46;44;0;10
2025-08-22 10:59:11.998;DATA;56;58;0.00;106;47;45;0;10
2025-08-22 10:59:18.111;DATA;56;58;0.00;106;46;44;0;11
2025-08-22 10:59:24.385;DATA;56;58;0.00;106;47;46;0;11
2025-08-22 10:59:30.664;DATA;56;58;0.00;106;45;44;7;10
2025-08-22 10:59:36.938;DATA;56;58;0.00;106;46;44;0;10
2025-08-22 10:59:55.452;DATA;56;58;0.00;106;48;48;1;11
2025-08-22 11:00:01.735;DATA;56;58;0.00;106;49;49;2;11
2025-08-22 11:00:07.853;DATA;56;58;0.00;106;49;47;0;10
2025-08-22 11:00:39.183;DATA;56;58;0.00;106;47;46;1;10
2025-08-22 11:01:01.540;DATA;56;58;0.00;106;45;42;0;10
2025-08-22 11:01:07.656;DATA;56;58;0.00;106;45;46;0;10
2025-08-22 11:01:13.773;DATA;56;58;0.00;106;44;46;0;10
2025-08-22 11:01:19.891;DATA;56;58;0.00;106;44;45;0;10
2025-08-22 11:01:26.006;DATA;56;58;0.00;106;45;49;0;10
2025-08-22 11:01:32.125;DATA;56;58;0.00;106;46;49;0;11
2025-08-22 11:01:46.361;DATA;56;58;0.00;106;45;43;0;10
2025-08-22 11:01:52.477;DATA;56;58;0.00;106;45;44;0;10
2025-08-22 11:01:58.594;DATA;56;58;0.00;106;45;45;0;10
2025-08-22 11:02:04.711;DATA;56;58;0.00;106;45;44;0;11
2025-08-22 11:02:10.830;DATA;56;58;0.00;106;45;45;1;11
2025-08-22 11:02:16.941;DATA;56;58;0.00;106;45;43;0;10
2025-08-22 11:02:23.052;DATA;56;58;0.00;106;45;45;0;10
2025-08-22 11:02:29.163;DATA;56;58;0.00;106;46;43;0;11
2025-08-22 11:02:41.385;DATA;56;58;0.00;106;6;130;53;140
2025-08-22 11:04:19.134;DATA;56;58;0.00;7;47;44;0;11
2025-08-22 11:04:24.238;DATA;56;58;0.00;7;48;48;0;11
2025-08-22 11:04:29.339;DATA;56;58;0.00;7;45;44;0;10
2025-08-22 11:04:34.441;DATA;56;58;0.00;7;47;46;0;11
2025-08-22 11:04:39.544;DATA;56;58;0.00;7;38;35;0;10
2025-08-22 11:04:44.648;DATA;56;58;0.00;7;42;38;0;10
2025-08-22 11:04:49.755;DATA;56;58;0.00;7;41;35;0;10
2025-08-22 11:04:54.864;DATA;56;58;0.00;7;46;42;0;11
2025-08-22 11:04:59.971;DATA;56;58;0.00;7;37;35;0;10
2025-08-22 11:05:05.079;DATA;56;58;0.00;7;35;30;0;9
2025-08-22 11:05:10.206;DATA;56;58;0.00;7;44;37;1;11
2025-08-22 11:05:15.312;DATA;56;58;0.00;7;40;32;0;10
2025-08-22 11:05:20.393;DATA;56;58;0.00;7;39;32;0;10
2025-08-22 11:05:25.496;DATA;56;58;0.00;7;46;41;0;11
2025-08-22 11:05:30.598;DATA;56;58;0.00;7;36;31;0;10
2025-08-22 11:05:35.706;DATA;56;58;0.00;7;35;31;1;10
2025-08-22 11:05:40.812;DATA;56;58;0.00;7;43;36;0;11
2025-08-22 11:05:45.920;DATA;56;58;0.00;7;45;37;0;11
2025-08-22 11:05:51.028;DATA;56;58;0.00;7;43;35;0;11
2025-08-22 11:05:56.135;DATA;56;58;0.00;7;44;37;0;11
2025-08-22 11:06:43.697;DATA;56;58;0.00;16;43;37;0;11
2025-08-22 11:06:48.808;DATA;56;58;0.00;16;42;38;0;10
2025-08-22 11:06:53.915;DATA;56;58;0.00;16;41;34;0;10
2025-08-22 11:06:59.023;DATA;56;58;0.00;16;41;35;0;11
2025-08-22 11:07:04.130;DATA;56;58;0.00;16;40;34;0;10
2025-08-22 11:07:09.232;DATA;56;58;0.00;16;44;37;0;11
2025-08-22 11:07:14.336;DATA;56;58;0.00;16;41;36;0;10
2025-08-22 11:07:19.440;DATA;56;58;0.00;16;42;39;0;11
2025-08-22 11:07:24.544;DATA;56;58;0.00;16;41;34;0;11
2025-08-22 11:07:29.646;DATA;56;58;0.00;16;43;38;0;10
2025-08-22 11:07:34.748;DATA;56;58;0.00;16;44;39;0;11
2025-08-22 11:07:39.854;DATA;56;58;0.00;16;42;37;0;10
2025-08-22 11:07:44.956;DATA;56;58;0.00;16;41;36;0;10
2025-08-22 11:07:50.060;DATA;56;58;0.00;16;41;36;0;10
2025-08-22 11:07:55.163;DATA;56;58;0.00;16;43;38;0;11
2025-08-22 11:08:00.267;DATA;56;58;0.00;16;43;37;0;11
2025-08-22 11:08:05.372;DATA;56;58;0.00;16;43;39;0;10
2025-08-22 11:08:10.473;DATA;56;58;0.00;16;40;36;0;10
2025-08-22 11:08:15.579;DATA;56;58;0.00;16;43;40;0;10
2025-08-22 11:08:20.680;DATA;56;58;0.00;16;42;39;0;10
2025-08-22 11:08:53.637;DATA;00;00;0.00;7;0;0;0;0
2025-08-22 11:08:53.638;DATA;00;00;0.00;7;0;0;0;0
2025-08-22 11:08:58.279;DATA;56;58;0.00;26;44;41;0;10
2025-08-22 11:09:03.387;DATA;56;58;0.00;26;42;39;0;10
2025-08-22 11:09:08.496;DATA;56;58;0.00;26;42;38;0;10
2025-08-22 11:09:13.606;DATA;56;58;0.00;26;43;40;0;10
2025-08-22 11:09:18.715;DATA;56;58;0.00;26;40;39;0;10
2025-08-22 11:09:23.826;DATA;56;58;0.00;26;44;41;0;10
2025-08-22 11:09:28.935;DATA;56;58;0.00;26;43;40;1;10
2025-08-22 11:09:34.044;DATA;56;58;0.00;26;42;39;0;11
2025-08-22 11:09:39.153;DATA;56;58;0.00;26;43;39;0;10
2025-08-22 11:09:44.263;DATA;56;58;0.00;26;43;39;0;11
2025-08-22 11:09:49.373;DATA;56;58;0.00;26;42;40;0;10
2025-08-22 11:09:54.482;DATA;56;58;0.00;26;44;42;0;10
2025-08-22 11:09:59.590;DATA;56;58;0.00;26;35;32;0;10
2025-08-22 11:10:04.721;DATA;56;58;0.00;26;44;41;1;10
2025-08-22 11:10:09.809;DATA;56;58;0.00;26;43;40;0;10
2025-08-22 11:10:14.915;DATA;56;58;0.00;26;42;37;0;10
2025-08-22 11:10:26.127;DATA;56;58;0.00;26;42;36;0;10
2025-08-22 11:10:31.229;DATA;56;58;0.00;26;43;38;0;10
2025-08-22 11:10:59.664;DATA;56;58;0.00;56;42;36;3;11
2025-08-22 11:11:04.773;DATA;56;58;0.00;56;43;40;0;11
2025-08-22 11:11:09.878;DATA;56;58;0.00;56;44;40;0;11
2025-08-22 11:11:14.985;DATA;56;58;0.00;56;44;40;0;11
2025-08-22 11:11:20.092;DATA;56;58;0.00;56;42;37;1;10
2025-08-22 11:11:25.200;DATA;56;58;0.00;56;42;40;1;10
2025-08-22 11:11:30.305;DATA;56;58;0.00;56;44;38;0;10
2025-08-22 11:11:35.415;DATA;56;58;0.00;56;43;38;0;10
2025-08-22 11:11:40.526;DATA;56;58;0.00;56;42;38;0;10
2025-08-22 11:11:45.666;DATA;56;58;0.00;56;44;41;0;10
2025-08-22 11:11:50.778;DATA;56;58;0.00;56;42;38;0;10
2025-08-22 11:11:55.887;DATA;56;58;0.00;56;41;32;0;11
2025-08-22 11:12:00.993;DATA;56;58;0.00;56;42;34;0;11
2025-08-22 11:12:06.099;DATA;56;58;0.00;56;42;38;0;10
2025-08-22 11:12:11.213;DATA;56;58;0.00;56;42;38;0;10
2025-08-22 11:12:16.313;DATA;56;58;0.00;56;43;39;0;10
2025-08-22 11:12:21.421;DATA;56;58;0.00;56;44;38;1;11
2025-08-22 11:12:26.527;DATA;56;58;0.00;56;43;39;0;10
2025-08-22 11:12:31.653;DATA;56;58;0.00;56;44;41;0;11
2025-08-22 11:12:36.740;DATA;56;58;0.00;56;42;37;0;11
2025-08-22 11:13:00.529;DATA;56;58;0.00;106;44;41;0;10
2025-08-22 11:13:05.646;DATA;56;58;0.00;106;45;40;0;11
2025-08-22 11:13:10.764;DATA;56;58;0.00;106;45;42;0;11
2025-08-22 11:13:15.879;DATA;56;58;0.00;106;45;44;1;10
2025-08-22 11:13:20.995;DATA;56;58;0.00;106;46;43;0;10
2025-08-22 11:13:26.111;DATA;56;58;0.00;106;42;38;0;11
2025-08-22 11:13:31.221;DATA;56;58;0.00;106;45;42;0;10
2025-08-22 11:13:36.333;DATA;56;58;0.00;106;44;42;3;10
2025-08-22 11:13:41.444;DATA;56;58;0.00;106;44;41;0;11
2025-08-22 11:13:52.675;DATA;56;58;0.00;106;44;40;0;11
2025-08-22 11:13:57.778;DATA;56;58;0.00;106;45;39;0;10
2025-08-22 11:14:02.891;DATA;56;58;0.00;106;46;42;1;11
2025-08-22 11:14:08.001;DATA;56;58;0.00;106;44;39;0;11
2025-08-22 11:14:13.114;DATA;56;58;0.00;106;42;37;1;11
2025-08-22 11:14:18.228;DATA;56;58;0.00;106;42;37;0;11
2025-08-22 11:14:23.350;DATA;56;58;0.00;106;44;35;0;11
2025-08-22 11:14:28.461;DATA;56;58;0.00;106;49;42;3;11
2025-08-22 11:14:33.577;DATA;56;58;0.00;106;42;33;9;11
2025-08-22 11:14:38.694;DATA;56;58;0.00;106;42;34;0;11
2025-08-22 11:15:19.216;DATA;56;58;0.00;106;42;38;0;10
2025-08-22 11:15:24.499;DATA;56;58;0.00;106;42;37;0;11
2025-08-22 11:15:29.780;DATA;56;58;0.00;106;42;36;0;10
2025-08-22 11:15:35.062;DATA;56;58;0.00;106;50;42;2;12
2025-08-22 11:37:48.306;DATA;56;58;0.00;7;41;33;0;10
2025-08-22 11:37:54.390;DATA;56;58;0.00;7;40;30;0;10
2025-08-22 11:38:00.493;DATA;56;58;0.00;7;42;33;0;11
2025-08-22 11:38:36.112;DATA;56;58;0.00;7;52;43;0;12
2025-08-22 11:38:41.214;DATA;56;58;0.00;7;52;36;0;12
2025-08-22 11:38:47.318;DATA;56;58;0.00;7;52;36;0;12
2025-08-22 11:38:52.419;DATA;56;58;0.00;7;42;30;0;11
2025-08-22 11:39:21.934;DATA;56;58;0.00;7;41;31;1;11
2025-08-22 11:39:33.149;DATA;56;58;0.00;7;42;34;0;11
2025-08-22 11:39:38.241;DATA;56;58;0.00;7;53;43;0;12
2025-08-22 11:40:12.735;DATA;56;58;0.00;7;42;35;0;11
2025-08-22 11:40:18.841;DATA;56;58;0.00;7;51;40;0;12
2025-08-22 11:40:24.949;DATA;56;58;0.00;7;42;34;0;11
2025-08-22 11:40:31.058;DATA;56;58;0.00;7;39;29;0;11
2025-08-22 11:40:44.295;DATA;56;58;0.00;7;41;31;0;11
2025-08-22 11:40:50.382;DATA;56;58;0.00;7;42;32;0;11
2025-08-22 11:41:03.600;DATA;56;58;0.00;7;42;35;0;11
2025-08-22 11:41:09.709;DATA;56;58;0.00;7;51;36;0;12
2025-08-22 11:41:15.813;DATA;56;58;0.00;7;49;33;1;12
2025-08-22 11:41:21.913;DATA;56;58;0.00;7;51;40;0;12
2025-08-22 11:41:28.016;DATA;56;58;0.00;7;42;34;0;11
2025-08-22 11:41:41.222;DATA;56;58;0.00;7;50;35;0;12
2025-08-22 11:41:47.323;DATA;56;58;0.00;7;50;37;1;12
2025-08-22 11:42:00.528;DATA;56;58;0.00;7;53;40;0;12
2025-08-22 11:42:06.628;DATA;56;58;0.00;7;41;33;0;11
2025-08-22 11:43:02.467;DATA;56;58;0.00;16;42;32;0;11
2025-08-22 11:43:08.575;DATA;56;58;0.00;16;42;32;0;11
2025-08-22 11:43:15.687;DATA;56;58;0.00;16;41;30;0;11
2025-08-22 11:43:22.797;DATA;56;58;0.00;16;42;31;0;11
2025-08-22 11:43:29.907;DATA;56;58;0.00;16;41;31;0;11
2025-08-22 11:43:44.129;DATA;56;58;0.00;16;43;34;0;11
2025-08-22 11:43:55.787;DATA;56;58;0.00;16;50;36;1;12
2025-08-22 11:44:03.896;DATA;56;58;0.00;16;51;40;0;12
2025-08-22 11:44:10.997;DATA;56;58;0.00;16;42;32;0;11
